"rm","fc","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"2","LQHPT","rm.2_fc.LQHPT",0.916268275862069,0.971,0.0946849287360755,0.101791881236537,0.886567042042042,0.118061713291862,0.6565,0.341745031663471,0.168918918918919,0.337837837837838,0.0743243243243243,0.148648648648649,3288.79339885702,0,0.677559886481602,22
