cham_id,date,season,trial,trial_temp,trial_time,cham_temp_i,cham_temp_f,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_50_1,lap_50_2,lap_50_3,lap_50_4,lap_50_5,lap_50_6,lap_100_1,lap_100_2,trial successful,notes
FuPa_426,8/27/2021,Summer,1,35,13:25,35,35,1.804,1.997,1.496,3.941,4.607,1.384,2.608,1.875,3.801,3.493,5.437,5.991,3.992,4.483,9.238,10.474,Y,
FuPa_465,8/27/2021,Summer,1,35,13:30,36,35,3.174,3.767,2.106,3.329,1.399,2.595,1.901,1.448,6.941,5.873,5.435,3.994,4.496,3.349,12.376,7.343,Y,
FuPa_427,8/27/2021,Summer,1,25,13:31,24,24,1.86,1.484,1.718,1.204,1.669,1.573,1.506,1.223,3.344,3.202,2.922,3.242,3.079,2.729,6.266,5.971,Y,
FuPa_491,8/27/2021,Summer,1,15,13:45,15,18,11.65,16.319,13.886,10.64,9.784,18.878,14.3,11.721,27.969,30.205,24.526,28.662,33.178,26.021,52.495,54.683,Y,
FuPa_470,8/27/2021,Summer,1,25,13:49,24,25,2.452,1.48,2.301,1.566,1.981,1.494,1.853,1.659,3.932,3.781,3.867,3.475,3.347,3.512,7.799,6.987,Y,
FuPa_478,8/27/2021,Summer,1,35,13:51,35,35,1.355,1.687,1.541,1.386,1.588,1.037,4.063,1.59,3.042,3.228,2.927,2.625,5.1,5.653,5.969,8.278,Y,
FuPa_426,8/27/2021,Summer,1,30,14:04,31,31,1.474,3.925,6.153,3.339,3.077,2.433,4.777,1.445,5.399,10.078,9.492,5.51,7.21,6.222,14.891,11.732,Y,
FuPa_409,8/27/2021,Summer,1,15,14:06,16,16,4.045,6.987,6.355,5.212,3.482,4.319,2.628,4.305,11.032,13.342,11.567,7.801,6.947,6.933,22.599,14.734,Y,
FuPa_465,8/27/2021,Summer,1,30,14:21,31,31,2.86,2.869,2.928,2.908,1.927,1.118,2.857,3.642,5.729,5.797,5.836,3.045,3.975,6.499,11.565,9.544,Y,
FuPa_460,8/27/2021,Summer,1,15,14:24,16,16,9.394,5.967,7.27,4.998,9.391,4.963,7.503,5.084,15.361,13.237,12.268,14.354,12.466,12.587,27.629,26.941,Y,
FuPa_478,8/27/2021,Summer,1,30,14:30,30,30,3.663,2.006,2.399,2.184,2.178,2.266,4.024,4.898,5.669,4.405,4.583,4.444,6.29,8.922,10.252,13.366,Y,
FuPa_427,8/27/2021,Summer,1,20,14:38,19,20,3.79,3.379,4.527,4.367,3.121,2.022,2.987,2.586,7.169,7.906,8.894,5.143,5.009,5.573,16.063,10.716,Y,
FuPa_491,8/27/2021,Summer,1,20,14:45,20,20,7.789,9.277,7.758,6.785,6.357,10.308,7.422,6.773,17.066,17.035,14.543,16.665,17.73,14.195,31.609,30.86,Y,
FuPa_470,8/27/2021,Summer,1,20,14:52,20,21,3.346,2.333,2.363,3.339,3.056,2.914,2.953,2.796,5.679,4.696,5.702,5.97,5.867,5.749,11.381,11.719,Y,
FuPa_426,8/27/2021,Summer,2,35,14:55,35,35,2.472,2.292,1.504,1.655,3.37,2.017,4.224,1.128,4.764,3.796,3.159,5.387,6.241,5.352,7.923,10.739,Y,
FuPa_409,8/27/2021,Summer,1,25,14:57,26,25,4.463,3.173,2.25,2.278,2.993,6.11,4.783,2.383,7.636,5.423,4.528,9.103,10.893,7.166,12.164,16.269,Y,
FuPa_460,8/27/2021,Summer,1,20,15:00,30,30,4.894,2.993,4.497,5.767,8.599,2.8,8.737,4.956,7.887,7.49,10.264,11.399,11.537,13.693,18.151,25.092,Y,
FuPa_478,8/27/2021,Summer,2,30,15:08,30,30,3.501,5.311,2.58,2.04,2.153,4.556,4.77,2.366,8.812,7.891,4.62,6.709,9.326,7.136,13.432,13.845,Y,
FuPa_491,8/27/2021,Summer,1,25,15:13,25,25,6.673,2.604,6.286,2.287,3.956,3.571,3.462,2.08,9.277,8.89,8.573,7.527,7.033,5.542,17.85,13.069,Y,
FuPa_427,8/27/2021,Summer,1,15,15:19,15,16,7.554,7.07,7.939,7.956,4.541,5.493,7.294,4.994,14.624,15.009,15.895,10.034,12.787,12.288,30.519,22.322,Y,
FuPa_465,8/27/2021,Summer,2,30,15:20,31,31,1.725,1.455,3.691,0.884,1.805,1.491,1.151,0.999,3.18,5.146,4.575,3.296,2.642,2.15,7.755,5.446,Y,
FuPa_470,8/27/2021,Summer,1,15,15:30,16,17,4.818,5.161,7.809,11.897,4.458,3.453,4.554,5.059,9.979,12.97,19.706,7.911,8.007,9.613,29.685,17.524,Y,
FuPa_426,8/27/2021,Summer,2,30,15:38,30,30,2.596857143,3.321,2.335,1.904,2.171,2.146,2.872,3.429,5.917857143,5.656,4.239,4.317,5.018,6.301,10.15685714,10.618,Y,"Lap_1 missing, so averaged across all other trials"
FuPa_460,8/27/2021,Summer,2,20,15:41,20,20,6.718,5.563,5.907,3.477,6.637,4.913,5.417,3.712,12.281,11.47,9.384,11.55,10.33,9.129,21.665,20.679,Y,
FuPa_409,8/27/2021,Summer,2,15,15:45,15,16,3.812,3.492,5.349,4.816,6.888,3.614,3.56,3.326,7.304,8.841,10.165,10.502,7.174,6.886,17.469,17.388,Y,
FuPa_427,8/27/2021,Summer,2,25,15:50,24,25,2.391,1.238,1.451,1.657,1.737,1.82,1.371,1.436,3.629,2.689,3.108,3.557,3.191,2.807,6.737,6.364,Y,
FuPa_491,8/27/2021,Summer,2,15,15:56,16,17,10.899,9.14,11.834,7.085,12.941,8.857,12.754,9.577,20.039,20.974,18.919,21.798,21.611,22.331,38.958,44.129,Y,
FuPa_470,8/27/2021,Summer,2,20,16:00,20,21,3.328,2.683,2.497,4.436,4.351,3.258,2.84,4.212,6.011,5.18,6.933,7.609,6.098,7.052,12.944,14.661,Y,
FuPa_478,8/27/2021,Summer,2,35,16:07,35,35,2.854,2.007,2.105,1.555,4.179,3.536,3.411,2.656,4.861,4.112,3.66,7.715,6.947,6.067,8.521,13.782,Y,
FuPa_460,8/27/2021,Summer,2,25,16:11,24,25,2.586,4.28,5.113,9.092,4.599,2.238,2.605,2.087,6.866,9.393,14.205,6.837,4.843,4.692,21.071,11.529,Y,
FuPa_409,8/27/2021,Summer,2,20,16:14,20,21,5.987,6.766,5.847,3.27,3.645,4.577,2.49,2.991,12.753,12.613,9.117,8.222,7.067,5.481,21.87,13.703,Y,
FuPa_427,8/27/2021,Summer,2,25,16:18,25,25,1.887,1.738,1.773,1.868,1.587,1.757,2.139,1.602,3.625,3.511,3.641,3.344,3.896,3.741,7.266,7.085,Y,
FuPa_465,8/27/2021,Summer,2,30,16:19,30,30,2.909,2.568,1.492,1.835,2.058,1.587,1.506,1.335,5.477,4.06,3.327,3.645,3.093,2.841,8.804,6.486,Y,
FuPa_491,8/27/2021,Summer,2,20,16:26,20,21,5.963,6.23,6.408,3.682,7.233,7.843,5.363,5.727,12.193,12.638,10.09,15.076,13.206,11.09,22.283,26.166,Y,
FuPa_470,8/27/2021,Summer,2,25,16:28,25,25,3.076,2.137,1.673,1.468,2.273,1.84,2.169,1.301,5.213,3.81,3.141,4.113,4.009,3.47,8.354,7.583,Y,
FuPa_460,8/27/2021,Summer,2,15,16:40,15,16,10.142,7.106,9.073,5.747,6.698,8.52,7.288,6.899,17.248,16.179,14.82,15.218,15.808,14.187,32.068,29.405,Y,
FuPa_409,8/27/2021,Summer,2,25,16:45,24,25,2.373,2.637,3.041,3.492,3.157,3.757,2.14,2.022,5.01,5.678,6.533,6.914,5.897,4.162,11.543,11.076,Y,
FuPa_427,8/27/2021,Summer,2,15,16:54,15,16,15.185,5.779,6.744,9.139,11.007,6.929,5.033,3.957,20.964,12.523,15.883,17.936,11.962,8.99,36.847,26.926,Y,
FuPa_491,8/27/2021,Summer,2,25,16:56,25,25,9.273,4.444,11.681,5.745,5.118,4.088,6.198,4.008,13.717,16.125,17.426,9.206,10.286,10.206,31.143,19.412,Y,
FuPa_470,8/27/2021,Summer,2,15,17:00,15,17,5.083,4.974,4.896,5.668,6.514,5.541,4.16,6.634,10.057,9.87,10.564,12.055,9.701,10.794,20.621,22.849,Y,
FuPa_426,8/28/2021,Summer,1,25,9:43,25,25,6.259,5.168,5.63,1.99,2.27,2.858,3.245,1.676,11.427,10.798,7.62,5.128,6.103,4.921,19.047,10.049,Y,
FuPa_478,8/28/2021,Summer,1,25,9:44,24,25,3.243,2.619,2.211,3.303,4.114,6.803,4.354,2.853,5.862,4.83,5.514,10.917,11.157,7.207,11.376,18.124,Y,
FuPa_465,8/28/2021,Summer,2,25,9:50,25,25,5.108,2.972,1.495,1.214,1.729,2.44,2.226,1.834,8.08,4.467,2.709,4.169,4.666,4.06,10.789,8.229,Y,
FuPa_491,8/28/2021,Summer,2,35,10:02,35,34,2.697,2.244,3.344,2.267,4.145,2.919,3.004,2.459,4.941,5.588,5.611,7.064,5.923,5.463,10.552,12.527,Y,
FuPa_460,8/28/2021,Summer,2,35,10:09,35,35,0.746,0.837,0.766,0.767,0.8685,0.8685,0.817,0.803,1.583,1.603,1.533,1.737,1.6855,1.62,3.116,3.357,Y,
FuPa_426,8/28/2021,Summer,2,25,10:12,25,25,2.323,2.006,6.071,6.199,1.791,1.425,2.059,2.809,4.329,8.077,12.27,3.216,3.484,4.868,16.599,8.084,Y,
FuPa_478,8/28/2021,Summer,2,25,10:14,25,25,4.758,3.534,3.283,8.355,4.564,5.296,6.995,3.004,8.292,6.817,11.638,9.86,12.291,9.999,19.93,19.859,Y,
FuPa_465,8/28/2021,Summer,2,20,10:18,20,20,4.474,3.689,2.769,2.805,4.951,2.349,4.243,2.615,8.163,6.458,5.574,7.3,6.592,6.858,13.737,14.158,Y,
FuPa_409,8/28/2021,Summer,2,30,10:32,30,30,2.575,1.505,1.154,2.775,2.644,2.809,1.07,1.337,4.08,2.659,3.929,5.453,3.879,2.407,8.009,7.86,Y,
FuPa_427,8/28/2021,Summer,2,35,10:41,35,35,2.021,6.874,3.184,1.678,1.624,2.422,2.173,923,8.895,10.058,4.862,4.046,4.595,925.173,13.757,929.219,Y,
FuPa_426,8/28/2021,Summer,2,20,10:42,21,22,10.059,5.853,5.567,3.963,6.369,6.989,4.129,8.774,15.912,11.42,9.53,13.358,11.118,12.903,25.442,26.261,Y,
FuPa_478,8/28/2021,Summer,2,20,10:44,20,20,17.369,6.852,1.002,5.007,3.648,7.283,8.342,10.081,24.221,7.854,6.009,10.931,15.625,18.423,30.23,29.354,Y,
FuPa_460,8/28/2021,Summer,2,30,10:53,30,30,1.02,1.118,2.007,0.687,1.103,1.07,0.885,0.768,2.138,3.125,2.694,2.173,1.955,1.653,4.832,3.826,Y,
FuPa_470,8/28/2021,Summer,2,30,10:56,30,30,1.89,1.288,1.153,1.769,2.233,3.029,4.033,4.457,3.178,2.441,2.922,5.262,7.062,8.49,6.1,13.752,Y,
FuPa_465,8/28/2021,Summer,2,15,10:58,15,17,6.51,5.357,5.449,5.865,5.218,4.111,4.071,4.228,11.867,10.806,11.314,9.329,8.182,8.299,23.181,17.628,Y,
FuPa_491,8/28/2021,Summer,2,30,11:04,30,30,2.557,5.977,5.165,5.196,4.446,3.256,4.182,3.007,8.534,11.142,10.361,7.702,7.438,7.189,18.895,14.891,Y,
FuPa_478,8/28/2021,Summer,2,15,11:19,15,17,NA ,NA,NA,NA,7.486,7.419,6.317,26.533,0,0,0,14.905,13.736,32.85,0,47.755,Y,Unwilling for first lap
FuPa_426,8/28/2021,Summer,2,15,11:25,15,18,25.759,,,,,,,,25.759,0,0,0,0,0,25.759,0,N,Refused to move
